sentiment,category,source,title,description,content,url,publishedAt
,,Biztoc.com,Netanyahu fires Israeli defense minister amid disagreements over Gaza campaign,"The News Israeli Prime Minister Benjamin Netanyahu fired defense minister Yoav Gallant, the PM’s office said Tuesday. Gallant will be replaced by the current foreign minister, Israel Katz, and Gideon Sa’ar will replace Katz as foreign minister. In a video pos…","The NewsIsraeli Prime Minister Benjamin Netanyahu fired defense minister Yoav Gallant, the PMs office said Tuesday. Gallant will be replaced by the current foreign minister, Israel Katz, and Gideon S… [+140 chars]",https://biztoc.com/x/35eb895e5e1b0f90,
,,Biztoc.com,"Netanyahu Fires Israel's Defense Minister, Confused Algos Dump Oil","Netanyahu Fires Israel's Defense Minister, Confused Algos Dump Oil   After hitting a session high just around noon, oil has since tumbled to session lows following news that Israel's Prime Minister Benjamin Netanyahu has fired Defense Minister Yoav Gallant, a…","Netanyahu Fires Israel's Defense Minister, Confused Algos Dump Oil  After hitting a session high just around noon, oil has since tumbled to session lows following news that Israel's Prime Minister Be… [+143 chars]",https://biztoc.com/x/1747e94154b78ae7,
,,Biztoc.com,Israel hostage families attack Netanyahu over Hamas leaks,Five arrested over allegations that prime minister’s opponents say ‘ought to horrify every Israeli’,"Five arrested over allegations that prime ministers opponents say ought to horrify every Israeli  This story appeared on ft.com, 2024-11-05 17:02:22.",https://biztoc.com/x/db545df754d86946,
,,Biztoc.com,Israel's Netanyahu dismisses defense minister in surprise announcement,"While Netanyahu has called for continued military pressure on Hamas, Gallant had taken a more pragmatic approach, saying that military force has created the necessary conditions for a diplomatic deal that could bring home hostages held by the militant group.","While Netanyahu has called for continued military pressure on Hamas, Gallant had taken a more pragmatic approach, saying that military force has created the necessary conditions for a diplomatic deal… [+112 chars]",https://biztoc.com/x/ad5577a25444f1b1,
,,CBC News,"Israel's Netanyahu dismisses defence minister, citing 'crisis of trust' amid multiple wars","Israeli Prime Minister Benjamin Netanyahu on Tuesday dismissed his popular defence minister, Yoav Gallant, in a surprise announcement that came as the country is embroiled in wars on multiple fronts across the region.","Israeli Prime Minister Benjamin Netanyahu on Tuesday dismissed his popular defence minister, Yoav Gallant, in a surprise announcement that came as the country is embroiled in wars on multiple fronts … [+2608 chars]",https://www.cbc.ca/news/world/netanyahu-gallant-1.7374256,
,,Forbes,Netanyahu Fires Israeli Defense Minister Yoav Gallant—Citing ‘Crisis Of Trust’,Netanyahu said his trust in Gallant had “eroded” in recent months.,"Israeli Prime Minister Benjamin Netanyahu fired defense minister Yoav Gallant on Tuesday, after Netanyahu said trust between the two officials had eroded in recent months following disagreements over… [+2235 chars]",https://www.forbes.com/sites/tylerroush/2024/11/05/netanyahu-fires-israeli-defense-minister-yoav-gallant-citing-crisis-of-trust/,
,,CBS News,Israeli Prime Minister Benjamin Netanyahu fires his defense minister,Israeli Prime Minister Benjamin Netanyahu and defense minister Yoav Gallant have repeatedly been at odds over the war in Gaza.,"Israeli Prime Minister Benjamin Netanyahu on Tuesday dismissed his popular defense minister, Yoav Gallant, in a surprise announcement that came as the country is embroiled in wars on multiple fronts … [+2541 chars]",https://www.cbsnews.com/news/israel-defense-minister-fired-yoav-gallant/,
,,CBS News,Benjamin Netanyahu fires Israel's defense minister Yoav Gallant,"Israeli Prime Minister Benjamin Netanyahu fired his defense minister, Yoav Gallant, as Israel's conflicts in the Middle East grow. Netanyahu said there was a ""crisis of trust"" between him and Gallant. CBS News' Holly Williams has the latest.","Watch CBS News  Copyright ©2024 CBS Interactive Inc. All rights reserved.  Get browser notifications for breaking news, live events, and exclusive reporting.  Not NowTurn On",https://www.cbsnews.com/video/benjamin-netanyahu-fires-israels-defense-minister-yoav-gallant/,
,,PBS,News Wrap: Netanyahu fires Israeli Defense Minister Yoav Gallant,"In our news wrap Tuesday, Israeli Prime Minister Netanyahu fired his defense minister Yoav Gallant amid a growing rift, Ukrainian troops have engaged with North Korean soldiers for the first time since they were deployed to fight for Russia and Boeing workers…","In our news wrap Tuesday, Israeli Prime Minister Netanyahu fired his defense minister Yoav Gallant amid a growing rift, Ukrainian troops have engaged with North Korean soldiers for the first time sin… [+157 chars]",https://www.pbs.org/newshour/show/news-wrap-netanyahu-fires-israeli-defense-minister-yoav-gallant,
,,Breitbart News,Netanyahu Offers Millions of Dollars to Palestinians Who Free Hostages,"Israeli Prime Minister Benjamin Netanyahu is offering millions of dollars, plus safe passage out of Gaza, for any Palestinians who free Israeli hostages that they are holding captive. The post Netanyahu Offers Millions of Dollars to Palestinians Who Free Host…","Israeli Prime Minister Benjamin Netanyahu is offering millions of dollars, plus safe passage out of Gaza, for any Palestinians who free Israeli hostages that they are holding captive.  The Times of I… [+2094 chars]",https://www.breitbart.com/middle-east/2024/11/05/netanyahu-offers-millions-of-dollars-to-palestinians-who-free-hostages/,
,,NBC News,Netanyahu fires Gallant as Israel's defense minister,"Israeli Prime Minister Benjamin Netanyahu fired his defense minister Tuesday, a long rumored move that was announced on election day in the United States.","Israeli Prime Minister Benjamin Netanyahu fired his defense minister Tuesday, a long rumored move that was announced on election day in the United States. The two have repeatedly clashed over the con… [+3361 chars]",https://www.nbcnews.com/news/world/israel-prime-minister-netanyahu-ousts-gallant-defense-minister-rcna171250,
,,International Business Times,Israel's Netanyahu Fires Defence Minister Over Breakdown In 'Trust',"Israel's Prime Minister Benjamin Netanyahu fired defence minister Yoav Gallant Tuesday following public differences over the ongoing war in Gaza, replacing him with former top diplomat Israel Katz.","Israel's Prime Minister Benjamin Netanyahu fired defence minister Yoav Gallant Tuesday following public differences over the ongoing war in Gaza, replacing him with former top diplomat Israel Katz.  … [+3768 chars]",https://www.ibtimes.com/israels-netanyahu-fires-defence-minister-over-breakdown-trust-3749628,
,,VOA News,Israel's Netanyahu dismisses his defense minister,"Israeli Prime Minister Benjamin Netanyahu has fired Defense Minister Yoav Gallant.   Netanyahu said in a statement Tuesday the trust between the two men had evaporated over the course of Israel’s war on Gaza.   “Over the past few months that trust has eroded,…",Israeli Prime Minister Benjamin Netanyahu has fired Defense Minister Yoav Gallant.  Netanyahu said in a statement Tuesday the trust between the two men had evaporated over the course of Israels war o… [+659 chars],https://www.voanews.com/a/israels-netanyahu-dismisses-his-defense-minister/7852644.html,
,,Newsweek,Netanyahu Fires Israel's Defense Minister,The prime minister of Israel announced on Tuesday that Yoav Gallant would no longer serve as the country' defense minister.,"Israeli Prime Minister Benjamin Netanyahu on Tuesday fired his defense minister, Yoav Gallant, saying ""trust has cracked"" between them.  ""In the midst of a war, more than ever, full trust is required… [+949 chars]",https://www.newsweek.com/yoav-gallant-fired-israel-netanyahu-1980689,
,,Naturalnews.com,Local leaders condemn Netanyahu over failure to protect northern settlements from Hezbollah attacks,"On Oct. 31, Hezbollah launched a series of rocket attacks against Israel, resulting in the deaths of at least eight individuals. The rockets struck the northern settlement of Metula, which is on the border with Lebanon, and the Krayot area at the northern tip…","On Oct. 31, Hezbollah launched a series of rocket attacks against Israel, resulting in the deaths of at least eight individuals. The rockets struck the northern settlement of Metula, which is on the … [+4216 chars]",https://www.naturalnews.com/2024-11-05-local-leaders-condemn-netanyahu-failure-to-protect.html,
,,International Business Times,Israeli PM Netanyahu Fires Defense Minister in Shocking Election Day Shake Up,Prime Minister Benjamin Netanyahu sent shockwaves through the Israeli political world on Tuesday when he announced the unexpected firing of Defense Minister Yoav Gallant.,"Prime Minister Benjamin Netanyahu sent shockwaves through the Israeli political world on Tuesday when he announced the unexpected firing of Defense Minister Yoav Gallant.  Gallant, who has served in … [+613 chars]",https://www.ibtimes.com/israeli-pm-netanyahu-fires-defense-minister-shocking-election-day-shake-3749625,
,,Mediaite,Netanyahu Fires Defense Minister Ahead of Expected Iranian Attack,"Israeli Prime Minister Benjamin Netanyahu fired Defense Minister Yoav Gallant on Tuesday ahead of an expected attack from Iran. Axios reporter Barak Ravid broke the news and reported on Gallant’s replacement, ” Netanyahu appoints foreign minister Israel Katz …",Abir Sultan/Pool Photo via AP  Israeli Prime Minister Benjamin Netanyahu fired Defense Minister Yoav Gallant on Tuesday ahead of an expected attack from Iran. Axios reporter Barak Ravid broke the new… [+1910 chars],https://www.mediaite.com/news/just-in-netanyahu-fires-defense-minister-ahead-of-expected-iranian-attack/,
,,Boston Herald,Israel’s Netanyahu dismisses defense minister in surprise announcement,Netanyahu and Gallant have repeatedly been at odds throughout the war in Gaza.,"By JOSEF FEDERMAN  JERUSALEM (AP) — Israeli Prime Minister Benjamin Netanyahu on Tuesday dismissed his popular defense minister, Yoav Gallant, in a surprise announcement that came as the country is e… [+4770 chars]",https://www.bostonherald.com/2024/11/05/israel-netanyahu-dismisses-defense-minister/,
,,Truthout,"Netanyahu Fires Yoav Gallant, Defense Minister Who Often Opposed His Approach","Gallant is a staunch supporter of Israel’s genocide, but has butted heads with Netanyahu at points.","On Tuesday, Israeli Prime Minister Benjamin Netanyahu fired Defense Minister Yoav Gallant, who has sometimes challenged Netanyahu politically, and replaced him with a minister more loyal to Netanyahu… [+4360 chars]",https://truthout.org/articles/netanyahu-fires-yoav-gallant-defense-minister-who-often-opposed-his-approach/,
,,NPR,Benjamin Netanyahu has dismissed Defense Minister Yoav Gallant,"Israeli Prime Minister Benjamin Netanyahu has dismissed his popular defense minister, Yoav Gallant, in a surprise announcement.","JERUSALEM Israeli Prime Minister Benjamin Netanyahu on Tuesday dismissed his popular defense minister, Yoav Gallant, in a surprise announcement that came as the country is embroiled in wars on multip… [+2343 chars]",https://www.npr.org/2024/11/05/nx-s1-5179904/israel-defense-minister-gallant-fired-netanyahu,
,,Wnd.com,WATCH: Netanyahu fires Israel Defense Minister Gallant,"JERUSALEM – In a surprise move, Israel's Prime Minister Benjamin Netanyahu fired Defense Minister Yoav Gallant on Tuesday evening, and will replace him with current Foreign Minister Israel Katz.","Yoav Gallant  JERUSALEM In a surprise move, Israel’s Prime Minister Benjamin Netanyahu fired Defense Minister Yoav Gallant on Tuesday evening, and will replace him with current Foreign Minister Israe… [+1811 chars]",https://www.wnd.com/2024/11/watch-netanyahu-fires-israel-defense-minister-gallant/,
,,Yahoo Entertainment,"Israel's Netanyahu fires defence minister, says trust 'broken'",,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_3ed69232-54e4-4882-9255-958d5dcf92d6,
,,Yahoo Entertainment,Fired Gallant reveals points of contention with Israel's Netanyahu,"Israeli Defence Minister Yoav Gallant on Tuesday warned of a ""moral darkness"" in the country after his dismissal by Prime Minister Benjamin Netanyahu...","Israeli Defence Minister Yoav Gallant on Tuesday warned of a ""moral darkness"" in the country after his dismissal by Prime Minister Benjamin Netanyahu.  Gallant named three points of contention with N… [+468 chars]",https://www.yahoo.com/news/fired-gallant-reveals-points-contention-222722206.html,
,,Common Dreams,Netanyahu Replaces Fired Israeli Defense Minister With 'Another Genocidal Lunatic',"Palestine defenders on Tuesday accused Israeli Prime Minister Benjamin Netanyahu of swapping one ""genocidal lunatic"" for another after the right-wing leader fired Defense Minister Yoav Gallant and replaced him with Israel Katz, who was serving as foreign mini…","Palestine defenders on Tuesday accused Israeli Prime Minister Benjamin Netanyahu of swapping one ""genocidal lunatic"" for another after the right-wing leader fired Defense Minister Yoav Gallant and re… [+3970 chars]",https://www.commondreams.org/news/israel-katz,
,,Memeorandum.com,Israel's Netanyahu dismisses his defense minister as wars rage. Protests erupt across country (Josef Federman/Associated Press),"Josef Federman / Associated Press: Israel's Netanyahu dismisses his defense minister as wars rage.  Protests erupt across country  —  Israeli Prime Minister Benjamin Netanyahu on Tuesday dismissed his popular defense minister, Yoav Gallant, in a surprise anno…","memeorandum is an auto-generated summary of the stories that US political commentators are discussing online right now.  Unlike sister sites Techmeme and Mediagazer, it is not a human-edited news out… [+72 chars]",https://www.memeorandum.com/241105/p95,
,,HuffPost,Netanyahu Dismisses Defense Minister In Surprise Announcement,"Israeli Prime Minister Benjamin Netanyahu has dismissed his popular defense minister, Yoav Gallant, in a surprise announcement.","Israeli Prime Minister Benjamin Netanyahu (C) speaks to Defence Minister Yoav Gallant (L) at the opening of the 25th Parliament session in Jerusalem on October 28, 2024. (Photo by DEBBIE HILL / POOL … [+3784 chars]",https://www.huffpost.com/entry/bc-ml-israel-politics-netanyahu-yoav-gallant_n_672a6140e4b05debb72c5a82,
,,Biztoc.com,Netanyahu slams probe into Gaza activities,The Magistrate's Court in Rishon LeZion allowed on Tuesday a confirmation of a criminal investigation into Israeli Prime Minister Benjamin Netanyahu's crisis cabinet's actions at the beginning of the ...,The Magistrate's Court in Rishon LeZion allowed on Tuesday a confirmation of a criminal investigation into Israeli Prime Minister Benjamin Netanyahu's crisis cabinet's actions at the beginning of the… [+69 chars],https://biztoc.com/x/5256b6543cc93c0c,
,,Biztoc.com,Netanyahu fires Israel defence minister Gallant,Prime minister said ‘significant gaps’ had emerged over the management of the war,"Prime minister said significant gaps had emerged over the management of the war  This story appeared on ft.com, 2024-11-05 18:14:09.",https://biztoc.com/x/db4df0d15d1dcf40,
,,Biztoc.com,Netanyahu Aide Arrested Over Intel Leak Which Damaged Ceasefire Talks,"Netanyahu Aide Arrested Over Intel Leak Which Damaged Ceasefire Talks   Via The Cradle Israeli police have arrested a top aide to Prime Minister Benjamin Netanyahu, and four others for allegedly leaking classified information to foreign media, court documents…","Netanyahu Aide Arrested Over Intel Leak Which Damaged Ceasefire Talks  Via The CradleIsraeli police have arrested a top aide to Prime Minister Benjamin Netanyahu, and four others for allegedly leakin… [+146 chars]",https://biztoc.com/x/6393135433820264,
,,POLITICO.eu,"Israel’s Netanyahu fires defense minister, saying mutual trust has ‘cracked’",Yoav Gallant will be replaced in Cabinet by Foreign Minister Israel Katz.,"Israeli Prime Minster Benjamin Netanyahu fired the countrys Defense Minister Yoav Gallant on Tuesday evening, citing a crisis of trust between the two men.  To my sorrow, although in the first months… [+337 chars]",https://www.politico.eu/article/israels-netanyahu-fires-defense-minister-saying-mutual-trust-has-cracked/,
,,Investing.com,Israeli PM Netanyahu fires defence minister Gallant citing lack of trust,Israeli PM Netanyahu fires defence minister Gallant citing lack of trust,"JERUSALEM (Reuters) - Israeli Prime Minister Benjamin Netanyahu sacked his defence minister, Yoav Gallant, on Tuesday, saying he had no trust in him over the management of Israel's ongoing military o… [+191 chars]",https://www.investing.com/news/world-news/israeli-pm-netanyahu-fires-defence-minister-gallant-citing-lack-of-trust-3703253,
,,Freerepublic.com,Netanyahu fires Israeli Defense Minister Yoav Gallant,"Israeli Prime Minister Benjamin Netanyahu has fired Defense Minister Yoav Gallant, the prime minister’s office said Tuesday. Israel Katz, currently the foreign minister, will become defense minister and Gideon Sa’ar will replace Katz as foreign minister.","Skip to comments.  Netanyahu fires Israeli Defense Minister Yoav GallantCNN ^   | 1:09 PM EST, Tue November 5, 2024    | Tamar Michaelis  Posted on 11/05/2024 10:45:34 AM PST by JSM_Liberty  Israeli … [+3437 chars]",https://freerepublic.com/focus/f-news/4275948/posts,
,,Freerepublic.com,Official close to Netanyahu claims Gallant fired for professional reasons,"An official close to the Prime Minister tells The Time of Israel that Defense Minister Yoav Gallant was fired for professional reasons, and not because of coalition politics. The official, speaking on condition of anonymity, says that Gallant “functioned as a…",Skip to comments.  Official close to Netanyahu claims Gallant fired for professional reasonsTimes of Israel ^   | 11/5/24   | Lazar Berman  Posted on 11/05/2024 3:07:06 PM PST by Uncle Miltie  An off… [+3121 chars],https://freerepublic.com/focus/f-news/4276022/posts,
,,Breitbart News,Netanyahu Fires Defense Minister Gallant; Set to Fire Military Chiefs,"Israeli Prime Minister Benjamin Netanyahu fired Minister of Defense Yoav Gallant on Tuesday, citing a breakdown in trust. He is said to be preparing to fire the heads of the Israel Defense Forces (IDF) and Israel Security Agency (ISA). The post Netanyahu Fire…","Israeli Prime Minister Benjamin Netanyahu fired Minister of Defense Yoav Gallant on Tuesday, citing a breakdown in trust. He is said to be preparing to fire the heads of the Israel Defense Forces (ID… [+6064 chars]",https://www.breitbart.com/middle-east/2024/11/05/netanyahu-fires-defense-minister-gallant-set-to-fire-military-chiefs/,
,,Newser,Netanyahu Fires Defense Minister,"Israeli Prime Minister Benjamin Netanyahu on Tuesday dismissed his popular defense minister, Yoav Gallant, in a surprise announcement that came as the country is embroiled in wars on multiple fronts across the region. Netanyahu and Gallant have repeatedly bee…","Israeli Prime Minister Benjamin Netanyahu on Tuesday dismissed his popular defense minister, Yoav Gallant, in a surprise announcement that came as the country is embroiled in wars on multiple fronts … [+608 chars]",https://www.newser.com/story/359017/netanyahu-fires-defense-minister.html,
,,Haaretz,Israeli PM Benjamin Netanyahu fires Defense Minister Gallant amid regional war,"Netanyahu cited a breakdown in trust and 'significant differences in managing Israel's war' as the reasons for firing Gallant, sparking calls for a general strike and mass protests. Foreign Minister Israel Katz will step in as defense minister, with Gideon Sa…","Netanyahu cited a breakdown in trust and 'significant differences in managing Israel's war' as the reasons for firing Gallant, sparking calls for a general strike and mass protests. Foreign Minister … [+185 chars]",https://www.haaretz.com/israel-news/2024-11-05/ty-article/.premium/israeli-pm-benjamin-netanyahu-fires-defense-minister-gallant-amid-regional-war/00000192-fd90-d51d-a5d3-ffb4b2b50000,
,,Haaretz,Netanyahu is a clear and present danger to Israel and defense chiefs face a dire dilemma,"Thirteen months after deadly attack by Hamas, which saw that Israel was in an unprecedented position of internal weakness because of the government's attempted regime coup, Netanyahu is once again posing a direct threat to democracy – and firing Galant will n…","Analysis | Thirteen months after deadly attack by Hamas, which saw that Israel was in an unprecedented position of internal weakness because of the government's attempted regime coup, Netanyahu is on… [+88 chars]",https://www.haaretz.com/israel-news/2024-11-05/ty-article/.premium/netanyahu-is-a-clear-and-present-danger-to-israel-and-defense-chiefs-face-a-dire-dilemma/00000192-fe2e-db72-a3d7-fe3f62190000,
,,Haaretz,'Trump will be generous to Netanyahu': The Arab world sees no hope in U.S. election,"Most of the Arab world is united in its denunciation of American policy in the Middle East. The prevailing feeling is that irrespective of who wins the election, support for Israel will remain unchanged","The Gaza war has progressed into one of the most significant subjects in the American election this year. Arab analysts, bloggers, and victims of the war reacted forcefully to the policy positions of… [+271 chars]",https://www.haaretz.com/middle-east-news/2024-11-06/ty-article/.premium/trump-will-be-generous-to-netanyahu-the-arab-world-sees-no-hope-in-u-s-election/00000192-fd24-dfba-a7b2-fd2d072b0000,
,,Fox News,Israeli Prime Minister Benjamin Netanyahu fires Defense Minister Yoav Gallant,"Israeli Prime Minister Benjamin Netanyahu has removed Yoav Gallant as his defense minister, his office announced Tuesday.","Israeli Prime Minister Benjamin Netanyahu has fired his defense minister, Yoav Gallant, the Israeli leader announced Tuesday.  Netanyahu cited significant differences between their views on how to pr… [+2597 chars]",https://www.foxnews.com/world/israeli-prime-minister-benjamin-netanyahu-fires-defense-minister-yoav-gallant,
,,CNN,Israel’s Prime Minister Benjamin Netanyahu fires Defense Minister Yoav Gallant,"The two had often clashed – over the state of negotiations with Hamas, Israel’s military strategy and Netanyahu’s bid to bring in a sweeping overhaul of the judiciary.",Israeli Prime Minister Benjamin Netanyahu has fired Defense Minister Yoav Gallant after months of clashes over domestic politics and differences over Israels war efforts.  In a recorded statement Tue… [+3006 chars],https://www.cnn.com/2024/11/05/middleeast/netanyahu-yoav-gallant-intl-latam/index.html,
,,NPR,"Netanyahu could take steps to end wars after Trump's win, Middle East officials say",Officials throughout the Middle East welcomed Donald Trump’s victory — amid anticipation and anxiety across the region over how he could change the course of the wars raging from Gaza to Lebanon and beyond.,"TEL AVIV, Israel Congratulations on historys greatest comeback! Israeli Prime Minister Benjamin Netanyahu tweeted.  Officials throughout the Middle East welcomed Donald Trumps victory amid anticipati… [+2219 chars]",https://www.npr.org/2024/11/06/g-s1-33019/netanyahu-could-take-steps-to-end-wars-with-trumps-win-middle-east-officials-say,
,,Al Jazeera English,Israel’s wartime row: What’s behind the rift between Netanyahu and Gallant?,The prime minister has sacked his defiant defence minister in an attempt to settle a schism at the pinnacle of power.,"As Americans cast their votes in a monumental presidential election, Israeli Prime Minister Benjamin Netanyahu quietly ousted Defence Minister Yoav Gallant.  The two figures shared an openly divisive… [+5441 chars]",https://www.aljazeera.com/news/2024/11/6/israels-wartime-row-whats-behind-the-rift-between-netanyahu-and-gallant,
,,CBC News,"Netanyahu wanted a Trump victory, and got it. What will it mean for the war?","In congratulating Donald Trump for his ""huge"" election victory, Israeli Prime Minister Benjamin Netanyahu's social media posts were full of excitement. Netanyahu has reason to be pleased. Now, he sees the man he once called ""Israel's best friend"" returning to…","In congratulating Donald Trump for his ""huge"" election victory, Israeli Prime Minister Benjamin Netanyahu's social media  posts   were full of excitement.   Calling it ""history's greatest comeback!"",… [+9087 chars]",https://www.cbc.ca/news/world/israel-trump-1.7375519,
,,CBS News,"Netanyahu, world leaders react to Trump's win",Israeli Prime Minister Benjamin Netanyahu and other world leaders are reacting to former President Donald Trump's 2024 presidential election win. CBS News' Holly Williams reports.,"Watch CBS News  Copyright ©2024 CBS Interactive Inc. All rights reserved.  Get browser notifications for breaking news, live events, and exclusive reporting.  Not NowTurn On",https://www.cbsnews.com/video/netanyahu-world-leaders-react-to-trumps-win/,
,,Breitbart News,Netanyahu Congratulates Trump: 'History's Greatest Comeback!',"Israeli Prime Minister Benjamin Netanyahu congratulated President-elect Donald Trump on his resounding victory in the 2024 election early Wednesday morning, calling it ""history's greatest comeback."" The post Netanyahu Congratulates Trump: ‘History’s Greatest …","Israeli Prime Minister Benjamin Netanyahu congratulated President-elect Donald Trump on his resounding victory in the 2024 election early Wednesday morning, calling it “history’s greatest comeback.” … [+1920 chars]",https://www.breitbart.com/middle-east/2024/11/06/netanyahu-congratulates-trump-historys-greatest-comeback/,
,,Raw Story,Netanyahu replaces fired Israeli Defense Minister with 'another genocidal lunatic',"Palestine defenders on Tuesday accused Israeli Prime Minister Benjamin Netanyahu of swapping one ""genocidal lunatic"" for another after the right-wing leader fired Defense Minister Yoav Gallant and replaced him with Israel Katz, who was serving as foreign mini…","Palestine defenders on Tuesday accused Israeli Prime Minister Benjamin Netanyahu of swapping one ""genocidal lunatic"" for another after the right-wing leader fired Defense Minister Yoav Gallant and re… [+3960 chars]",https://www.rawstory.com/netanyahu-replaces-fired-israeli-defense-minister-with-another-genocidal-lunatic/,
,,Naturalnews.com,Former Israeli PM Ehud Olmert says Netanyahu is the real enemy â not Iran or Hezbollah,"Former Israeli Prime Minister Ehud Olmert recently appeared in an interview, where he criticized current Israeli Prime Minister Benjamin Netanyahu and called him the real enemy in the burgeoning multifaceted war Israel is waging against Middle Eastern nations…","Former Israeli Prime Minister Ehud Olmert recently appeared in an interview, where he criticized current Israeli Prime Minister Benjamin Netanyahu and called him the real enemy in the burgeoning mult… [+4986 chars]",https://www.naturalnews.com/2024-11-06-olmert-netanyahu-real-enemy-not-iran-hezbollah.html,
,,VOA News,Netanyahu sparks uproar by firing popular defense minister,"Jerusalem — Israeli Prime Minister Benjamin Netanyahu fired Defense Minister Yoav Gallant on Tuesday, sparking protests around Israel. Some say the move could endanger the country’s security, as Israel continues to fight in both Gaza and Lebanon.      After P…","Jerusalem  Israeli Prime Minister Benjamin Netanyahu fired Defense Minister Yoav Gallant on Tuesday, sparking protests around Israel. Some say the move could endanger the countrys security, as Israel… [+2205 chars]",https://www.voanews.com/a/netanyahu-sparks-uproar-by-firing-popular-defense-minister/7854043.html,
,,Wnd.com,‘History’s greatest comeback’: Israel’s Netanyahu and Herzog congratulate Trump,"Israel's Prime Minister Benjamin Netanyahu extended his and his wife, Sara's, congratulations to President Donald Trump and his wife, Melania, on what looks like a successful reelection bid in Tuesday's presidential race.","JERUSALEM Israel’s Prime Minister Benjamin Netanyahu extended his and his wife, Sara’s, congratulations to President Donald Trump and his wife, Melania, on what looks like a successful reelection bid… [+2011 chars]",https://www.wnd.com/2024/11/historys-greatest-comeback-israels-netanyahu-and-herzog-congratulate-trump/,
,,Longwarjournal.org,Israeli Prime Minister Netanyahu removes Defense Minister Gallant,"Israeli Prime Minister Benjamin Netanyahu removed Israeli Defense Minister Yoav Gallant from office on November 5 after months of tension between the two men. The move comes as the Israel Defense Forces (IDF) continues to operate in Lebanon against Hezbollah,…","An IDF Humvee drives through areas of northern Gaza damaged in fighting over the last year. (Seth J. Frantzman, LWJ photo)  Israeli Prime Minister Benjamin Netanyahu removed Israeli Defense Minister … [+5374 chars]",https://www.longwarjournal.org/archives/2024/11/israeli-prime-minister-netanyahu-removes-defense-minister-gallant.php,
,,Mediaite,Bernie Sanders Torches Dems for ‘Abandoning Working Class People’ and ‘Funding Extremist Netanyahu’ in Brutal Statement On Trump Win,U.S. Sen. Bernie Sanders (D-VT) released a scathing statement blaming the Democrats for losing to Donald Trump for a second time. The post Bernie Sanders Torches Dems for ‘Abandoning Working Class People’ and ‘Funding Extremist Netanyahu’ in Brutal Statement …,AP Photo/Manuel Balce Ceneta  Sen. Bernie Sanders (I-VT) released a scathing statement blaming the Democrats for losing to Donald Trump for a second time.  Trump on Wednesday was declared the winner … [+3329 chars],https://www.mediaite.com/election-2024/bernie-sanders-torches-dems-for-abandoning-working-class-people-and-funding-extremist-netanyahu-in-brutal-statement-after-trump-election-win/,
,,Common Dreams,"From Netanyahu to Orbán, Global Far-Right Figures Celebrate Trump Win","Current and former far-right leaders around the world cheered U.S. President-elect Donald Trump's remarkable victory in Tuesday's election, in which the twice-impeached, 34-count convicted felon, self- and court-affirmed sexual assaulter, and insurrection-fom…","Current and former far-right leaders around the world cheered U.S. President-elect Donald Trump's remarkable victory in Tuesday's election, in which the twice-impeached, 34-count convicted felon, sel… [+3146 chars]",https://www.commondreams.org/news/trump-global-fascism,
,,Mediaite,NBC’s Richard Engle Says Netanyahu Is Having His ‘Best Day’ In a ‘Year’ With Trump Win: ‘Regime Change In Iran’ On the Table,"""He believes that Donald Trump is going to, you know, help take him there. It's a vision of the Middle East in which Iran is significantly diminished. Maybe regime change in Iran” The post NBC’s Richard Engle Says Netanyahu Is Having His ‘Best Day’ In a ‘Year…",NBCs chief foreign affairs correspondent Richard Engle joined MSNBC on Wednesday to discuss what President-elect Donald Trumps foreign policy might look like in a second term.  Embracing Vladimir Put… [+4130 chars],https://www.mediaite.com/tv/nbcs-richard-engle-says-netanyahu-is-having-his-best-day-in-a-year-with-trump-win-regime-change-in-iran-on-the-table/,
,,New York Post,Netanyahu leads world leaders in congratulating Trump on election victory: ‘History’s greatest comeback!’,"“Your historic return to the White House offers a new beginning for America and a powerful recommitment to the great alliance between Israel and America,” Netanyahu told Trump.","Israeli Prime Minister Benjamin Netanyahu led world leaders in congratulating former Donald Trump on his presidential election victory Wednesday, calling it “a new beginning for America and a powerfu… [+2807 chars]",https://nypost.com/2024/11/06/us-news/netanyahu-congratulates-trump-on-historys-greatest-comeback/,
,,Biztoc.com,Netanyahu congratulates Trump on US presidential win,"Israeli Prime Minister Benjamin Netanyahu extended his congratulations to Republican presidential candidate Donald Trump and his wife Melania Trump, praising their ""greatest comeback in history"" after...","Israeli Prime Minister Benjamin Netanyahu extended his congratulations to Republican presidential candidate Donald Trump and his wife Melania Trump, praising their ""greatest comeback in history"" afte… [+69 chars]",https://biztoc.com/x/ff62efbeff3a6329,
,,Biztoc.com,"Netanyahu, Trump discuss Iran, agree to cooperate","Israeli Prime Minister Benjamin Netanyahu and United States President-elect Donald Trump discussed the Iranian ""threat"" and agreed to work together for ""Israel's security,"" Netanyahu's office said on ...","Israeli Prime Minister Benjamin Netanyahu and United States President-elect Donald Trump discussed the Iranian ""threat"" and agreed to work together for ""Israel's security,"" Netanyahu's office said on… [+69 chars]",https://biztoc.com/x/6e7fa42e27dd88c3,
